no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_status
1,0,0,7400000,17900000,6,460,34800000,1
1,1,1,8300000,28400000,16,704,41400000,0
1,0,1,7600000,23900000,12,692,44700000,0
1,1,1,3500000,9600000,4,398,20200000,1
5,0,1,1000000,3500000,18,882,4900000,0
5,0,1,9900000,25900000,4,860,51400000,0
2,0,1,5700000,15100000,18,330,32500000,1
5,0,0,700000,2400000,16,447,5400000,1
0,1,1,9600000,23800000,12,788,55900000,0
1,1,0,9300000,28900000,6,526,43400000,1
0,0,0,9500000,28400000,18,577,60800000,0
4,0,1,8700000,23400000,16,372,50300000,1
5,0,1,7300000,21000000,14,759,54600000,0
3,0,1,4100000,12700000,10,465,25600000,1
2,0,0,2900000,10200000,4,789,15000000,0
3,0,1,7500000,17900000,2,680,50100000,0
1,0,0,7900000,25700000,20,681,44800000,0
1,0,1,6900000,22300000,16,673,47800000,0
0,1,0,6900000,22900000,10,313,49100000,1
0,1,0,4800000,18800000,16,551,40100000,0
5,0,1,7700000,24400000,8,453,41100000,1
3,1,0,6900000,22700000,4,650,36200000,0
1,1,0,1200000,4500000,4,439,9100000,0
1,0,0,2900000,9600000,4,658,22200000,0
4,0,1,5500000,18900000,6,379,44600000,1
4,0,1,3200000,10700000,4,450,20300000,0
5,1,0,2600000,8200000,4,849,21000000,0
0,0,0,500000,1600000,18,865,3000000,0
0,0,0,1800000,6900000,10,853,6700000,1
0,1,0,1300000,4900000,12,555,9400000,0
1,1,0,9900000,20700000,20,821,70100000,0
0,1,0,2000000,4700000,2,820,14300000,0
1,1,0,5100000,15300000,4,721,34300000,0
4,0,1,8200000,24000000,20,831,56200000,0
5,1,0,4200000,12600000,18,571,30000000,0
2,1,1,1300000,4900000,8,582,9000000,0
1,1,1,4600000,13600000,18,487,40600000,1
1,1,0,6600000,19700000,12,758,48700000,0
2,0,1,8300000,30100000,16,636,50600000,0
0,0,0,6900000,20700000,16,857,54200000,0
4,0,1,4700000,12500000,8,678,30700000,0
1,0,0,7900000,15800000,8,551,31300000,0
3,1,0,8800000,24900000,16,668,74400000,0
1,0,0,6500000,23400000,2,672,39700000,0
3,1,0,3500000,13700000,4,439,25400000,0
2,1,1,8200000,19600000,16,636,53300000,0
0,1,1,2000000,6000000,14,393,11700000,1
5,1,0,2700000,8200000,2,848,15700000,0
0,0,1,5300000,17600000,4,790,39600000,0
2,1,0,9900000,19900000,6,312,66000000,1
2,1,1,5000000,19500000,14,775,24200000,0
2,1,0,9100000,18600000,20,403,59600000,1
3,1,1,7600000,26400000,14,867,45200000,0
0,0,0,5200000,17800000,18,558,29800000,0
5,0,0,1800000,6000000,4,548,12900000,0
0,1,0,7300000,28200000,16,486,48200000,1
4,0,0,3200000,11600000,6,635,18300000,0
5,0,0,5200000,20700000,2,538,23400000,0
4,1,0,7100000,28200000,14,496,49500000,1
4,0,1,1400000,4800000,6,411,7700000,1
4,1,0,2700000,10700000,6,857,22600000,0
5,0,1,6500000,18100000,10,360,52600000,1
4,0,0,9300000,35900000,18,461,60100000,1
0,0,1,6700000,14900000,16,638,40600000,0
5,0,0,6800000,19300000,6,865,44100000,0
5,1,0,5600000,13600000,4,449,34700000,1
1,1,1,1900000,4700000,2,870,13200000,0
5,1,0,8400000,19500000,6,815,39000000,0
2,1,1,2500000,7200000,16,454,14400000,1
1,1,1,2900000,9900000,18,783,15000000,0
3,0,1,3200000,7400000,2,543,23900000,1
4,1,1,3000000,10900000,2,786,22100000,0
3,0,1,800000,2500000,20,395,3900000,1
2,1,1,400000,1300000,2,885,2100000,0
2,1,0,4400000,10600000,20,488,31000000,1
2,1,1,8700000,19900000,10,829,46600000,0
4,1,0,7400000,15400000,6,677,71800000,0
4,1,1,5700000,14400000,12,645,40700000,0
5,1,1,9700000,27600000,10,788,54900000,0
2,1,0,7000000,22400000,6,649,48800000,0
2,1,0,8900000,23100000,4,519,53200000,1
3,0,1,3100000,11200000,14,772,19600000,0
4,0,0,2200000,6100000,12,330,15600000,1
5,1,1,7100000,21500000,4,557,47300000,0
4,0,1,8200000,19000000,6,334,70100000,1
3,0,1,9800000,28400000,12,487,66200000,1
2,0,1,3900000,9700000,8,539,25000000,1
2,0,1,2200000,8100000,8,710,11700000,0
5,1,1,600000,1700000,20,879,4200000,0
4,1,1,6900000,22000000,10,512,39700000,1
2,0,1,7400000,27300000,18,561,49700000,0
3,1,1,4000000,11600000,6,539,25300000,1
3,1,1,700000,2000000,18,544,4000000,1
2,1,1,1900000,4600000,16,631,13100000,0
2,0,0,2200000,6800000,20,546,11500000,1
1,0,1,2000000,5600000,14,569,15600000,0
4,1,0,7400000,17900000,6,384,52800000,1
2,1,1,2300000,9000000,6,583,15200000,0
5,1,1,4000000,15500000,12,517,16200000,1
3,0,1,1500000,5800000,18,420,8200000,1
2,1,1,5200000,12900000,18,644,24900000,0
2,0,0,5400000,14500000,8,349,43300000,1
3,0,0,7700000,25300000,18,662,43800000,0
0,1,1,1900000,6400000,20,704,11500000,0
4,1,1,6400000,15500000,2,324,47900000,1
5,0,0,700000,1700000,18,757,4800000,0
3,0,1,5800000,23000000,16,361,41900000,1
1,0,0,1800000,5400000,4,415,13800000,0
5,0,1,4300000,13800000,18,618,26800000,0
4,0,0,8000000,27100000,8,524,61800000,1
0,1,0,1100000,4100000,18,887,5600000,0
2,1,1,8800000,31100000,12,729,46000000,0
4,0,0,4800000,18600000,14,774,35800000,0
0,1,1,200000,700000,20,724,1400000,0
5,0,1,1400000,2700000,16,320,8100000,1
5,0,0,2500000,6400000,16,590,16400000,0
5,0,0,8100000,25300000,8,796,57800000,0
0,0,1,6100000,19200000,6,890,44100000,0
0,1,1,2000000,4600000,16,651,13300000,0
4,1,0,4800000,10100000,12,634,31400000,0
4,0,1,900000,2800000,2,660,5900000,0
4,1,0,1300000,3500000,12,512,8600000,1
4,1,1,4200000,9100000,2,900,28800000,0
2,0,1,3300000,11100000,20,823,20700000,0
2,1,1,8700000,28400000,12,880,33600000,0
1,1,1,800000,2600000,2,439,2800000,0
5,0,1,7400000,17100000,2,441,47700000,1
3,1,0,6900000,18500000,6,360,42400000,1
1,0,1,8800000,33700000,14,561,54900000,0
2,0,1,8600000,32500000,4,758,46400000,0
2,0,0,5400000,20600000,18,621,30500000,0
4,0,1,2900000,5900000,18,621,15300000,0
3,0,0,9800000,21000000,12,342,75900000,1
4,0,0,3300000,10800000,4,552,17000000,0
0,1,0,300000,500000,18,376,1400000,1
0,0,0,1500000,4300000,12,801,11000000,0
3,1,1,5400000,16300000,4,512,24100000,0
0,0,0,6600000,15200000,18,497,32200000,1
0,0,0,5700000,17200000,8,386,28600000,1
3,1,1,8500000,26100000,2,683,46800000,0
0,0,0,7400000,24100000,16,779,37500000,0
3,1,1,7800000,17700000,6,876,66700000,0
3,0,1,7200000,16500000,18,515,42000000,1
2,1,0,7600000,19300000,12,463,32500000,1
4,1,1,7000000,26700000,4,486,47600000,0
0,1,0,5700000,13000000,6,328,44200000,1
2,1,0,8200000,30600000,10,343,45200000,1
0,0,1,9000000,27800000,8,712,37800000,0
3,1,0,3900000,11900000,6,607,23400000,0
0,0,0,6500000,16200000,4,812,54300000,0
4,1,1,2300000,7700000,16,589,19000000,0
1,1,0,5700000,21800000,18,657,42300000,0
4,1,0,800000,2800000,12,453,5300000,1
4,1,1,8400000,19700000,14,889,62300000,0
1,0,1,4300000,17200000,4,564,30700000,0
1,1,1,300000,900000,20,419,1700000,1
1,0,0,8700000,34000000,16,663,42000000,0
1,1,0,4400000,12100000,4,884,37300000,0
1,0,1,5600000,16800000,16,528,30200000,1
2,0,0,600000,1300000,12,475,4100000,1
4,1,1,2500000,5100000,20,695,15400000,0
5,1,0,3800000,10500000,10,759,21900000,0
2,1,0,2500000,9600000,4,636,11200000,0
3,1,1,5500000,20400000,10,546,36300000,1
5,0,1,4500000,17100000,2,639,36600000,0
4,1,0,1900000,4000000,10,388,8400000,1
5,0,1,6400000,20000000,12,594,24200000,0
1,1,1,3800000,11100000,6,760,18300000,0
4,1,1,6300000,16900000,16,582,49300000,0
3,1,0,300000,600000,6,896,1700000,0
5,1,1,7100000,21800000,18,891,30600000,0
2,1,1,600000,1700000,2,495,3600000,1
3,0,1,4400000,15300000,16,865,28000000,0
4,1,0,7600000,20800000,12,775,41100000,0
5,0,1,8700000,26400000,10,318,47100000,1
3,0,1,5600000,12700000,12,395,45900000,1
4,1,0,4100000,13100000,14,772,29700000,0
2,1,1,7900000,16100000,18,318,59400000,1
3,1,1,5600000,20900000,14,649,35900000,0
3,1,0,1200000,3100000,10,438,8600000,1
5,0,0,6900000,19700000,6,588,41700000,0
5,1,0,2700000,5600000,2,815,12800000,0
4,0,1,9800000,22100000,4,364,61700000,1
2,1,0,9300000,32300000,4,586,68100000,0
4,1,0,6700000,25300000,12,555,48900000,0
4,0,0,1300000,4600000,10,312,6300000,1
2,0,1,7900000,17100000,16,605,65600000,0
5,1,0,6700000,23200000,18,672,34500000,0
2,1,1,2100000,4500000,18,591,10000000,0
4,0,1,4700000,11000000,4,321,26700000,1
2,0,0,3700000,13400000,16,393,24700000,1
0,0,1,5800000,21800000,2,561,30800000,0
5,0,1,2400000,6900000,20,725,13300000,0
1,1,1,8100000,27600000,16,438,51700000,1
5,0,1,5400000,21400000,12,399,32900000,1
0,0,0,1400000,5400000,8,592,9600000,0
2,1,0,2500000,8600000,8,835,15500000,0
0,1,1,1600000,5300000,4,733,9100000,0
0,1,0,3700000,10600000,20,484,24500000,1
5,1,1,500000,1800000,20,615,2600000,0
3,1,1,5300000,19500000,4,591,45600000,0
0,0,1,2800000,6800000,12,349,18600000,1
1,0,1,9600000,29900000,18,478,81300000,1
4,0,0,2200000,7800000,20,633,14200000,0
1,1,1,8400000,30900000,8,378,56600000,1
1,1,0,2100000,5300000,20,461,15100000,1
2,1,1,2800000,7000000,2,834,12800000,0
0,1,0,2500000,5800000,20,671,17400000,0
3,0,1,1700000,5800000,10,524,14400000,1
3,0,0,6100000,20700000,4,816,50400000,0
3,0,0,4100000,11700000,10,729,30600000,0
5,1,1,4500000,12700000,8,307,30100000,1
2,0,1,5600000,19100000,8,350,22300000,1
3,1,1,5800000,16600000,10,444,42700000,1
4,1,0,8600000,26700000,10,895,40500000,0
2,0,0,2900000,10500000,20,708,16800000,0
2,1,1,8300000,17600000,2,355,36900000,1
5,1,0,2400000,5100000,6,756,10400000,0
4,0,0,5600000,12000000,4,719,26400000,0
1,0,1,9500000,35400000,14,439,35300000,1
4,1,1,4900000,15900000,10,668,36800000,0
4,1,1,5900000,16500000,2,765,45900000,0
5,0,1,500000,1500000,4,476,2200000,0
3,0,0,7000000,21700000,14,781,42800000,0
1,1,0,3500000,12700000,4,350,26700000,0
0,0,0,5200000,12200000,16,783,23500000,0
3,0,1,6300000,19900000,12,770,22900000,0
2,1,0,8400000,28300000,10,822,55200000,0
1,1,1,7500000,22500000,14,469,42600000,1
2,0,0,3300000,13000000,16,300,21900000,1
2,1,0,8800000,22400000,14,692,56300000,0
5,0,0,200000,700000,18,707,700000,0
5,1,1,8000000,29100000,4,658,52600000,0
3,0,0,1000000,4000000,6,625,4100000,0
1,0,0,9400000,26700000,10,343,51900000,1
5,0,0,2100000,7300000,18,358,16300000,1
4,0,1,5400000,11500000,20,705,38000000,0
2,0,1,4700000,15100000,8,799,27600000,0
3,0,0,8800000,33700000,12,397,64300000,1
5,0,0,3200000,12200000,6,493,22700000,1
0,0,1,7200000,21900000,4,446,60700000,0
2,1,1,2500000,7200000,16,315,16500000,1
5,1,1,6900000,15700000,14,887,48800000,0
5,0,1,5700000,20500000,16,429,31000000,1
4,0,1,5500000,15100000,18,673,39600000,0
4,1,1,9200000,29100000,10,731,63600000,0
5,0,1,5700000,11500000,2,732,40400000,0
5,0,1,5000000,16400000,14,525,40700000,1
4,1,0,2300000,5500000,6,343,12000000,1
0,1,1,3000000,11000000,16,331,21500000,1
0,1,0,7900000,26200000,18,845,62600000,0
2,0,0,2000000,6200000,16,696,11400000,0
5,1,0,2700000,8700000,14,772,16300000,0
3,0,1,6400000,15800000,18,628,39700000,0
0,1,1,8200000,19100000,2,764,56300000,0
1,0,0,2800000,6900000,14,553,16300000,0
1,1,0,8900000,20000000,2,653,41000000,0
1,1,0,5100000,20000000,4,506,43800000,0
3,0,0,2800000,8500000,20,431,17900000,1
2,1,1,6100000,12300000,18,697,39300000,0
2,1,0,8400000,24500000,6,588,45600000,0
1,1,0,1600000,5600000,6,846,9200000,0
5,0,0,4100000,11000000,14,379,21800000,1
1,1,0,300000,700000,10,745,1000000,0
3,0,0,9600000,34500000,20,523,58300000,1
4,0,1,8300000,25400000,4,624,57100000,0
1,0,0,4600000,16700000,16,407,31600000,1
3,1,1,5600000,11600000,12,756,31300000,0
3,0,1,4100000,8300000,16,351,19400000,1
3,1,0,3700000,13400000,18,373,18600000,1
4,1,1,800000,2400000,2,461,5200000,0
4,0,0,8100000,28100000,12,672,41500000,0
2,0,1,2700000,9500000,10,434,14100000,1
2,1,1,7000000,21400000,12,541,34400000,1
3,1,1,8100000,29300000,2,413,55100000,0
1,0,0,3200000,7600000,4,592,17200000,0
4,1,1,400000,1400000,10,665,2300000,0
1,0,0,7800000,23900000,4,313,51800000,0
0,1,0,5800000,19600000,14,673,44800000,0
0,1,1,2600000,6000000,8,382,13700000,1
5,1,0,5400000,21100000,12,661,51700000,0
3,0,1,600000,1700000,4,576,3100000,0
1,0,0,600000,1200000,14,443,4700000,1
5,0,1,9500000,21700000,16,307,68400000,1
4,0,1,1900000,4800000,12,656,10200000,0
1,0,1,9800000,21200000,4,885,82500000,0
3,0,0,7800000,16600000,20,896,59200000,0
5,1,0,4900000,14100000,2,802,29600000,0
3,0,1,8300000,22700000,2,650,43400000,0
4,1,1,3900000,8900000,10,665,27800000,0
2,0,0,9000000,35700000,12,339,52100000,1
1,1,0,9600000,32400000,20,447,58300000,1
5,1,1,1000000,2400000,18,613,6100000,0
5,0,0,2800000,7200000,16,424,15200000,1
2,1,0,8300000,20800000,6,667,55600000,0
4,1,1,6900000,18300000,18,715,31300000,0
5,1,1,3800000,9100000,18,654,26200000,0
2,1,0,8000000,17800000,20,549,50300000,1
4,0,1,9800000,29700000,4,373,64400000,0
0,0,1,2900000,7200000,16,332,20500000,1
4,0,0,7900000,31500000,20,534,48900000,1
3,1,0,4600000,17900000,8,396,29600000,1
2,0,0,1000000,3700000,18,892,6500000,0
5,0,0,9000000,21300000,14,602,57500000,0
0,0,1,9400000,36100000,10,615,61500000,0
5,0,1,7400000,23300000,20,482,55200000,1
0,0,0,6600000,20100000,16,397,51800000,1
0,1,0,1300000,3400000,10,464,6300000,1
0,0,1,1100000,3400000,14,832,9400000,0
5,0,0,9200000,34800000,12,802,65300000,0
2,0,0,7000000,23900000,18,628,52400000,0
4,0,0,5100000,18800000,10,694,29300000,0
1,1,1,3200000,9300000,20,741,16500000,0
1,1,1,3700000,10900000,14,748,23800000,0
5,0,0,3600000,12800000,4,320,20900000,0
1,0,0,5600000,11700000,10,774,34900000,0
0,1,1,9500000,32000000,2,500,48100000,0
4,1,0,1500000,4000000,18,706,8800000,0
4,1,0,7400000,18300000,10,601,63900000,0
2,0,0,6000000,17400000,16,806,27600000,0
0,0,1,3000000,9600000,6,644,18100000,0
4,0,1,6000000,12900000,14,723,20000000,0
5,0,1,600000,1500000,12,509,4400000,1
0,0,0,1800000,6600000,4,898,8500000,0
2,0,1,5500000,12000000,2,567,30400000,0
1,0,0,1000000,2100000,6,715,6500000,0
2,1,1,1700000,3500000,10,854,12500000,0
1,0,1,3400000,12300000,8,523,21700000,1
1,0,1,9600000,35900000,8,534,79500000,1
0,1,1,2600000,7600000,18,470,9800000,1
1,0,0,1600000,3500000,18,619,11100000,0
0,0,1,4300000,12800000,20,572,27900000,0
3,0,0,1400000,3500000,16,365,9300000,1
0,1,0,8000000,18000000,16,791,58200000,0
4,1,1,5000000,18100000,12,424,27800000,1
5,0,0,4500000,10200000,12,726,33200000,0
1,0,0,3400000,9900000,2,736,23800000,0
5,0,1,5700000,12800000,14,488,33300000,1
2,1,1,2600000,7600000,10,400,22900000,1
0,0,1,4500000,12200000,20,311,31300000,1
2,1,1,5100000,16800000,2,504,30600000,0
4,1,1,5100000,18600000,20,312,37600000,1
5,0,1,1700000,6500000,14,587,10000000,0
1,1,0,5200000,10500000,20,317,35600000,1
4,1,0,8400000,29000000,2,463,40600000,0
1,1,1,9000000,34000000,16,842,51900000,0
4,0,1,3400000,11800000,20,616,21100000,0
1,1,0,5400000,19400000,8,800,29400000,0
0,0,1,700000,2100000,12,813,4200000,0
2,0,0,7600000,24800000,12,564,51600000,0
2,1,0,5000000,14700000,12,837,25900000,0
5,1,1,2500000,9400000,16,735,13400000,0
4,1,1,2000000,5200000,16,724,16400000,0
5,1,0,9000000,23900000,12,658,48500000,0
5,0,0,8300000,31800000,16,858,70500000,0
0,1,1,3100000,8500000,8,614,20600000,0
2,0,1,8500000,25600000,16,714,49100000,0
2,0,1,1200000,4600000,20,605,10300000,0
4,0,1,2800000,5500000,8,875,20200000,0
5,0,1,2800000,10900000,6,359,18900000,1
5,0,1,6500000,24100000,6,441,44200000,1
4,0,0,8700000,25200000,18,790,60900000,0
1,1,1,5400000,13600000,4,821,45800000,0
2,1,0,8600000,33300000,16,375,67500000,1
3,0,0,4700000,9600000,10,545,29700000,1
5,1,1,1100000,3900000,4,891,5600000,0
0,0,0,6400000,14000000,8,486,45400000,1
0,0,0,4300000,9900000,4,696,33600000,0
5,1,1,2900000,11100000,4,683,18300000,0
5,1,0,9600000,27100000,8,594,70200000,0
3,1,1,900000,2500000,20,529,5100000,1
5,1,0,8100000,26300000,4,429,41200000,0
0,1,1,8800000,25000000,4,400,48300000,1
0,0,0,8800000,17500000,4,848,70300000,0
1,1,0,6400000,21500000,6,489,32700000,1
2,0,0,2900000,6600000,10,326,21600000,1
5,0,0,1600000,6100000,8,663,12300000,0
1,1,0,1600000,5100000,18,729,11600000,0
2,0,1,3100000,10700000,4,398,15500000,0
2,1,1,5600000,16700000,14,856,30500000,0
3,0,1,8100000,19900000,20,347,72500000,1
3,1,0,9100000,19300000,12,696,77300000,0
0,0,1,5500000,17100000,8,353,22900000,1
1,0,1,9700000,34300000,20,756,75100000,0
4,0,0,2300000,5400000,16,490,17500000,1
1,1,1,5600000,18000000,10,531,43700000,1
2,1,1,4500000,16600000,4,679,30100000,0
1,0,1,500000,1800000,8,877,2000000,0
0,0,0,4200000,11000000,20,817,26900000,0
1,1,0,9100000,23300000,18,792,57900000,0
4,0,1,3200000,12800000,18,664,19400000,0
4,0,1,6200000,21300000,16,882,32300000,0
3,1,1,2500000,7700000,10,768,15500000,0
0,0,0,9100000,27100000,12,787,71500000,0
3,0,1,500000,900000,12,538,2500000,1
4,1,0,6900000,18000000,8,347,52700000,1
0,0,1,1800000,5200000,16,317,11700000,1
0,0,1,4000000,14500000,2,713,28000000,0
1,1,0,3900000,12300000,10,683,15800000,0
2,1,1,8000000,28100000,18,765,60400000,0
5,0,0,900000,3200000,10,803,6400000,0
0,0,1,8200000,29700000,6,405,34300000,1
5,0,0,2300000,4900000,4,529,21300000,1
5,0,1,6900000,19400000,6,801,42000000,0
3,1,0,8800000,30700000,12,707,55900000,0
1,0,0,2600000,7200000,8,349,19700000,1
1,0,0,3700000,8700000,20,885,23200000,0
2,0,1,6200000,23800000,4,489,35000000,0
3,0,1,1000000,2600000,6,341,9300000,1
1,1,0,6000000,20000000,12,637,43700000,0
1,1,1,9100000,31400000,4,304,70600000,0
1,0,0,1700000,6700000,16,537,11800000,1
5,1,1,1700000,4600000,12,503,9100000,1
1,0,0,7100000,14300000,12,720,40800000,0
5,0,0,9400000,36800000,10,509,56800000,1
5,1,0,6200000,16400000,6,360,36800000,1
1,0,0,8300000,31800000,16,818,71500000,0
1,0,1,8900000,21200000,8,716,46300000,0
1,0,1,6500000,14800000,12,360,27900000,1
3,0,1,8100000,26700000,10,895,41900000,0
2,1,0,4900000,13500000,8,328,40300000,1
4,0,0,9100000,26600000,2,812,78700000,0
3,0,1,9000000,33100000,16,456,63900000,1
4,0,1,1300000,3900000,16,566,5900000,0
1,1,0,6700000,25000000,20,598,38800000,0
5,1,0,3200000,9300000,6,656,27100000,0
0,1,0,7500000,28700000,2,895,34800000,0
3,0,0,4900000,12800000,14,653,28500000,0
1,1,1,700000,1800000,16,641,5000000,0
2,0,0,6400000,16500000,8,544,39000000,1
0,1,1,3900000,14100000,20,811,25100000,0
4,0,0,9700000,26900000,10,460,56000000,1
5,0,1,3600000,12500000,12,795,29200000,0
2,0,1,3400000,10300000,4,745,22800000,0
0,1,0,9800000,20100000,16,606,53000000,0
1,1,0,5100000,14200000,6,451,30700000,1
4,0,1,5900000,11800000,8,479,31800000,1
5,0,0,1200000,2400000,14,495,9000000,1
2,1,0,9700000,30200000,14,769,71200000,0
5,1,1,4700000,11800000,4,639,19200000,0
5,0,0,4200000,12500000,18,723,20500000,0
4,0,0,9300000,26100000,16,623,54000000,0
3,1,1,5300000,20800000,6,487,35800000,1
0,0,0,7600000,30100000,2,743,66600000,0
2,0,0,6200000,16900000,12,754,29700000,0
0,0,0,8900000,21600000,10,552,44800000,0
4,1,1,7900000,27300000,10,560,76900000,0
1,0,1,3500000,10800000,14,632,23500000,0
2,0,0,5300000,16700000,18,339,24000000,1
2,1,0,1400000,3100000,4,881,10200000,0
1,1,1,9100000,23600000,20,535,51300000,1
4,1,0,4400000,17200000,4,563,23400000,0
5,1,0,2800000,8200000,14,615,20100000,0
3,1,0,1300000,3300000,8,795,8400000,0
4,0,0,8400000,28700000,14,878,64200000,0
5,0,1,5300000,14000000,6,633,35200000,0
2,0,0,6000000,13900000,4,533,31300000,1
2,1,1,2100000,6800000,12,795,17600000,0
0,1,0,4300000,11000000,4,374,28400000,1
4,1,1,7300000,22900000,12,848,41800000,0
2,0,0,5200000,16200000,12,890,39800000,0
3,0,0,4700000,9800000,14,444,28000000,1
4,0,0,7800000,28500000,4,803,57700000,0
3,0,1,500000,1900000,18,618,1900000,0
1,1,1,6000000,20300000,14,845,45200000,0
4,0,0,4800000,10800000,12,833,30500000,0
3,0,1,8900000,19300000,12,767,46600000,0
1,0,1,1800000,4000000,16,747,6400000,0
2,0,0,3000000,7000000,4,588,24000000,0
4,1,0,7700000,24500000,20,582,52000000,0
1,1,0,8300000,20400000,14,348,51900000,1
4,1,0,4200000,9400000,4,726,39700000,0
4,0,1,8000000,31200000,6,482,59200000,1
2,0,1,9400000,30000000,16,565,42300000,0
1,0,0,800000,2400000,16,872,6400000,0
0,0,1,500000,1300000,4,825,2600000,0
2,0,1,6100000,22300000,8,694,57200000,0
3,0,1,8500000,30800000,20,448,55200000,1
5,0,1,7600000,18000000,12,452,40700000,1
3,1,0,8700000,17900000,12,897,64000000,0
4,1,0,9400000,20200000,10,803,65000000,0
1,1,1,400000,900000,8,828,2900000,0
0,0,0,2700000,7500000,6,832,21400000,0
1,1,1,2300000,5500000,6,861,9200000,0
0,0,0,7500000,15900000,2,535,51300000,1
4,1,1,7100000,19400000,16,363,47100000,1
1,1,1,8800000,28600000,8,631,56900000,0
2,1,0,8400000,20700000,6,513,43600000,1
0,0,1,4700000,16200000,16,317,25000000,1
1,0,0,6900000,19500000,2,809,48900000,0
3,1,0,2400000,8200000,10,531,16400000,1
1,1,1,1600000,4800000,14,544,9800000,1
0,0,0,3500000,7800000,14,366,28000000,1
0,1,0,3700000,12700000,14,797,18400000,0
1,1,0,3200000,12000000,16,597,18600000,0
2,1,1,7000000,22500000,12,632,42400000,0
5,1,0,9300000,28300000,12,741,58100000,0
0,1,0,200000,800000,20,331,900000,1
4,0,0,6900000,16500000,8,426,36400000,1
3,1,0,9000000,26500000,8,533,63300000,1
1,1,0,6900000,22700000,16,394,44200000,1
0,0,0,7500000,25100000,14,877,60000000,0
5,1,0,9200000,28000000,8,527,57200000,1
1,0,0,4600000,12700000,8,468,28800000,1
4,0,1,5000000,19600000,18,611,36800000,0
2,0,0,4500000,17200000,6,832,28800000,0
0,0,0,7900000,22700000,18,508,54100000,1
5,1,0,5100000,13500000,20,840,25900000,0
4,0,0,3700000,7600000,14,794,33400000,0
1,1,0,5300000,17800000,12,889,37500000,0
4,1,0,200000,500000,16,765,1400000,0
3,0,1,9000000,18600000,16,518,75200000,1
3,1,0,6900000,17100000,4,694,43300000,0
2,1,0,700000,2300000,8,663,5000000,0
0,0,0,2500000,8900000,2,662,18800000,0
0,1,0,4600000,14400000,14,642,34700000,0
4,0,0,1000000,3900000,10,701,8100000,0
4,1,1,9200000,30100000,6,632,70700000,0
3,0,1,2200000,4400000,2,861,10700000,0
4,0,1,9700000,33300000,12,784,74800000,0
0,0,1,5500000,18200000,4,332,34100000,0
4,1,1,1300000,3400000,2,763,10500000,0
1,1,1,7900000,19100000,2,593,66900000,0
2,1,0,4300000,8800000,6,512,33300000,1
0,1,0,3800000,13300000,6,655,20800000,0
3,1,0,8700000,24700000,8,369,40700000,1
3,0,0,1300000,3100000,14,348,6600000,1
1,1,1,6800000,16800000,10,736,34000000,0
1,1,0,9100000,24000000,20,353,71300000,1
0,0,0,3000000,11300000,16,478,19400000,1
0,1,1,1200000,3000000,4,827,7600000,0
1,1,1,5000000,16900000,12,517,24600000,1
5,0,1,9700000,24700000,18,648,47700000,0
2,1,1,7000000,23800000,10,689,37300000,0
1,0,0,4100000,9100000,20,550,30700000,0
0,0,1,5300000,12900000,20,826,39500000,0
1,1,0,7300000,19200000,14,599,43400000,0
1,0,0,6500000,18500000,16,815,33700000,0
4,0,1,600000,1400000,4,761,3700000,0
3,1,1,5200000,15000000,20,432,32600000,1
4,1,1,2800000,9200000,18,442,20300000,1
1,0,1,7800000,23300000,6,620,35400000,0
2,0,0,3000000,6500000,4,476,19100000,1
4,0,0,9300000,34900000,6,837,58100000,0
3,1,1,5100000,18000000,6,510,44800000,1
4,1,1,4300000,16100000,18,849,33900000,0
3,0,0,1100000,2100000,8,737,8300000,0
2,0,0,6500000,16200000,10,809,40500000,0
3,1,0,6400000,23000000,8,520,43300000,1
2,1,0,7400000,22500000,16,834,40700000,0
4,0,0,8700000,32100000,8,397,65400000,1
0,1,0,9200000,24700000,14,438,52100000,1
1,0,1,6200000,19700000,18,820,34900000,0
1,1,0,1200000,4600000,20,323,7700000,1
1,1,1,7000000,20300000,14,837,35100000,0
5,0,1,3800000,10100000,2,571,29900000,0
0,0,0,4900000,16300000,14,479,29300000,1
2,0,1,7800000,22100000,6,533,44500000,1
1,1,1,7400000,17200000,8,899,46800000,0
1,1,0,7000000,26600000,16,460,56100000,1
1,1,0,4900000,12500000,2,636,39500000,0
3,1,0,5800000,20600000,20,434,40700000,1
5,1,0,2000000,6900000,18,516,16100000,1
4,0,0,8300000,24600000,2,382,25900000,1
0,0,1,1000000,2800000,12,616,6000000,0
3,0,0,5500000,11600000,6,745,35600000,0
5,0,0,1400000,3400000,6,697,8700000,0
4,0,0,3700000,12300000,6,364,28200000,1
2,1,1,2100000,6900000,2,566,11300000,0
4,1,0,6200000,21900000,12,462,36300000,1
0,1,0,9300000,31900000,2,331,50000000,0
3,1,1,5100000,10300000,12,839,37000000,0
0,0,1,7000000,14000000,4,702,41100000,0
3,0,1,5300000,17900000,2,580,31800000,0
3,0,0,900000,2800000,10,560,6200000,0
4,1,1,9400000,25700000,14,845,70100000,0
4,1,1,2600000,8500000,4,392,17300000,0
2,0,0,1500000,4900000,16,387,7300000,1
1,0,1,1800000,6300000,12,749,10900000,0
3,0,1,7800000,20000000,14,727,37700000,0
3,0,1,2100000,7400000,14,656,14000000,0
0,1,1,8300000,17500000,20,643,57600000,0
2,1,1,4400000,16800000,4,307,35500000,0
